"time","power","units","fan 0","fan 1","fan 2","fan 3","fan 4","fan 5","fan 6","fan 7","fan 8","fan 9","fan 10","temp 0","temp 1","temp 2","temp 3","temp 4","temp 5","temp 6","temp 7","temp 8","temp 9","temp 10","Unit 1 ethash H/s","Unit 2 ethash H/s","Unit 3 ethash H/s","Unit 4 ethash H/s","Unit 5 ethash H/s","Unit 6 ethash H/s","Unit 7 ethash H/s","Unit 8 ethash H/s","Unit 9 ethash H/s","Unit 10 ethash H/s","Unit 11 ethash H/s",
"21/03/2022 03:55:00",1032,11,44,51,60,50,80,59,50,60,60,80,40,58,54,53,47,59,48,53,62,55,59,53,23981144,30868847,32811953,24331196,23751071,25249787,25478397,29579401,43747998,25515380,31550322,
"21/03/2022 04:00:00",1035,11,45,51,60,50,80,60,50,60,60,80,41,58,54,53,47,59,48,52,62,55,59,53,23979783,30863359,32813858,24340821,23761003,25249032,25485181,29839142,43742915,25520672,31555670,
"21/03/2022 04:05:00",1035,11,44,51,60,50,80,60,50,60,60,80,40,57,54,53,47,59,48,53,62,55,59,52,23981826,30866104,32805285,24347709,23748950,25255073,25476891,29678610,43740383,25520671,31554778,
"21/03/2022 04:10:00",1038,11,44,51,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,56,59,53,23978773,30873414,32807195,24314746,23748948,25248284,25477644,29489832,43737841,25517647,31552111,
"21/03/2022 04:15:00",1035,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,59,48,52,62,55,59,52,23973248,30861535,32811000,24326385,23751076,25241486,25479905,29557453,43745457,25513869,31532550,
"21/03/2022 04:20:00",1033,11,44,51,60,50,80,60,50,60,60,80,40,57,54,53,47,59,48,53,62,55,58,52,23952286,30873413,32816719,24336712,23751776,25250541,25481412,29725898,43755624,25520671,31553888,
"21/03/2022 04:25:00",1036,11,45,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,58,52,23982507,30895367,32813857,24331872,23747522,25254319,25480658,29835062,43749269,25518404,31548548,
"21/03/2022 04:30:00",1038,11,44,51,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,59,52,23971634,30881652,32817671,24337380,23745392,25249793,25476141,29590081,43747998,25517653,31557452,
"21/03/2022 04:35:00",1039,11,44,51,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,58,52,23979103,30870669,32811955,24333934,23746108,25254322,25482166,29607840,43739108,25520672,31553888,
"21/03/2022 04:40:00",1038,11,44,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,59,52,23981145,30877072,32813859,24351836,23751776,25250544,25482920,29646455,43745456,25519160,31552105,
"21/03/2022 04:45:00",1036,11,44,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,61,55,58,52,23979785,30873415,32798672,24344268,23743991,25240758,25484428,29513034,43745458,25519915,31552105,
"21/03/2022 04:50:00",1038,11,45,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,58,52,23979783,30889874,32810998,24352531,23742563,25255830,25472375,29700502,43744186,25518403,31556561,
"21/03/2022 04:55:00",1034,11,44,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,62,55,58,52,23980465,30873412,32806243,24343566,23751068,25250541,25481414,29763325,43750541,25516891,31542320,
"21/03/2022 05:00:00",1035,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,59,48,52,62,55,58,52,23982506,30877983,32810045,24335310,23751783,25252052,25479152,29447158,43745457,25514625,31550323,
"21/03/2022 05:05:00",1036,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,53,23977065,30865194,32809094,24355286,23763141,25246774,25479152,29567447,43739107,25519159,31552107,
"21/03/2022 05:10:00",1034,11,44,51,60,50,80,59,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23975028,30860624,32811952,24346334,23755329,25251301,25478397,29657551,43746727,25519917,31553887,
"21/03/2022 05:15:00",1033,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23971326,30843297,32813858,24340122,23765977,25254319,25477645,29674419,43747998,25515380,31551213,
"21/03/2022 05:20:00",1033,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23967499,30835132,32815766,24327753,23762423,25252054,25475383,29615479,43747999,25518404,31552997,
"21/03/2022 05:25:00",1037,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23977411,30870673,32817671,24328440,23766688,25247525,25476891,29654119,43750539,25518403,31550324,
"21/03/2022 05:30:00",1037,11,44,51,60,50,80,59,50,60,60,80,40,58,54,52,47,58,48,53,61,55,58,52,23965392,30873412,32811951,24339433,23747521,25252808,25476891,29654977,43745456,25517648,31550323,
"21/03/2022 05:35:00",1038,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,53,61,55,58,52,23976386,30876155,32810998,24347694,23748234,25254319,25479152,29738562,43740374,25517647,31548541,
"21/03/2022 05:40:00",1034,11,44,51,60,50,80,59,50,60,60,80,40,57,54,53,47,58,48,52,61,55,58,52,23981825,30880732,32808146,24340127,23743322,25246767,25480658,29604445,43742921,25519915,31551214,
"21/03/2022 05:45:00",1034,11,44,52,60,50,80,60,50,60,60,80,40,58,54,53,47,59,48,53,61,55,58,52,23977070,30870683,32816718,24343561,23745397,25243750,25481414,29653284,43751812,25518406,31550323,
"21/03/2022 05:50:00",1032,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,61,55,58,52,23959504,30848791,32803390,24344253,23743285,25247524,25481412,29840784,43749269,25520671,31557453,
"21/03/2022 05:55:00",1033,11,44,52,60,50,80,60,50,60,60,80,40,57,54,52,47,59,48,53,61,55,58,52,23975025,30866104,32812905,24329821,23758876,25254318,25480658,29802703,43753084,25516136,31554778,
"21/03/2022 06:00:00",1031,11,44,52,60,50,80,60,50,60,60,80,40,58,54,53,47,58,48,53,61,55,58,52,23958082,30876155,32807194,24347698,23760299,25250541,25483675,29758184,43745459,25519161,31552997,
"21/03/2022 06:05:00",1037,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23983188,30858842,32814812,24331881,23756040,25252810,25478397,29669468,43742915,25516139,31552997,
"21/03/2022 06:10:00",1032,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23981828,30867929,32810046,24338754,23761010,25253563,25482166,29533114,43742915,25517648,31555669,
"21/03/2022 06:15:00",1034,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,53,23985232,30852414,32819579,24340811,23758879,25253564,25479152,29836625,43749269,25517648,31553888,
"21/03/2022 06:20:00",1033,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,62,55,59,52,23974366,30853319,32810998,24344957,23765980,25252815,25477644,29577661,43744186,25519159,31555669,
"21/03/2022 06:25:00",1038,11,43,51,60,50,80,59,50,60,60,80,40,57,54,52,47,58,48,52,62,55,58,52,23980096,30858803,32811952,24342877,23764557,25244517,25478398,29833231,43746728,25518406,31552997,
"21/03/2022 06:30:00",1027,11,43,51,60,50,80,60,50,60,60,80,40,57,54,51,47,58,48,52,62,55,58,52,23985912,30858792,32818626,24347690,23757458,25249034,25475385,29843276,43745457,25516137,31554780,
"21/03/2022 06:35:00",1030,11,43,51,60,50,80,60,50,60,60,80,40,57,54,52,46,58,48,52,62,55,58,52,23985230,30854238,32803390,24340822,23754634,25252053,25478398,29735284,43732778,25517647,31551218,
"21/03/2022 06:40:00",1033,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,61,55,58,52,23985912,30865185,32816718,24330517,23755327,25246767,25476138,29758395,43750540,25517647,31554779,
"21/03/2022 06:45:00",1032,11,44,51,60,50,80,60,50,60,60,80,39,57,54,52,46,59,48,52,61,55,58,52,23985911,30847856,32810999,24343568,23756743,25250544,25475383,29762373,43745457,25515380,31551214,
"21/03/2022 06:50:00",1038,11,44,51,60,50,80,60,50,60,60,80,39,57,54,52,46,59,48,52,61,55,58,52,23977744,30853315,32810045,24340818,23751790,25251298,25475384,29755637,43749269,25517648,31550324,
"21/03/2022 06:55:00",1033,11,44,51,60,50,80,60,50,60,60,80,39,57,54,52,46,58,48,52,61,55,58,52,23983868,30860618,32807204,24351144,23755325,25254319,25476140,29766612,43739116,25517651,31553888,
"21/03/2022 07:00:00",1035,11,44,51,60,50,80,60,50,60,60,80,40,57,54,52,47,58,48,52,61,54,58,52,23970409,30880728,32813859,24338062,23746821,25253567,25472377,29649857,43745457,25519918,31552996,
"21/03/2022 07:05:00",1033,11,44,51,60,50,80,60,50,60,60,80,39,57,54,52,46,58,48,52,61,54,58,52,23981146,30860621,32814811,24327760,23751067,25246767,25473127,29840762,43750542,25519917,31547650,
"21/03/2022 07:10:00",1032,11,44,51,60,50,80,60,50,60,60,80,39,57,54,52,47,58,48,52,61,54,58,52,23977746,30869756,32806236,24341512,23752492,25251298,25471618,29745722,43745456,25522184,31553887,
"21/03/2022 07:15:00",1030,11,43,51,60,50,80,60,50,60,60,80,40,56,53,51,47,58,48,52,62,54,58,52,23992724,30846040,32813860,24321572,23762432,25250544,25476890,29627935,43746727,25522940,31547650,
"21/03/2022 07:20:00",1031,11,42,50,60,50,80,60,50,60,60,80,40,56,53,51,47,58,48,52,62,54,57,52,23993407,30877983,32811953,24347694,23771671,25249787,25472370,29529927,43749269,25521428,31552108,
"21/03/2022 07:25:00",1036,11,42,50,60,50,80,60,50,60,60,80,40,56,53,51,46,58,47,52,62,54,58,52,23992723,30856965,32810998,24353197,23783043,25242242,25475383,29502319,43746727,25519159,31554779,
"21/03/2022 07:30:00",1037,11,42,50,60,50,80,60,49,60,60,80,40,56,53,50,46,57,48,51,62,54,57,52,23957333,30852402,32810046,24347014,23769547,25239243,25469356,29431444,43742915,25516135,31548541,
"21/03/2022 07:35:00",1018,11,42,50,60,50,80,60,50,60,60,80,40,56,53,50,46,57,47,52,62,54,58,52,23945566,30848752,32813858,24347013,23772380,25250544,25473876,29621209,43746727,25516137,31547652,
"21/03/2022 07:40:00",1028,11,42,50,60,50,80,60,50,60,60,80,40,56,53,50,46,57,47,52,62,54,58,52,23966180,30863360,32809092,24340815,23778069,25244517,25476890,29570075,43747997,25519916,31554778,
"21/03/2022 07:45:00",1036,11,42,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,62,54,57,52,23969581,30844202,32816719,24348388,23773804,25252808,25479151,29545051,43742916,25519160,31553888,
"21/03/2022 07:50:00",1029,11,41,50,60,50,80,60,50,60,60,80,40,56,53,50,46,57,47,51,62,54,57,52,23963006,30851491,32808141,24350446,23777355,25252054,25480658,29533981,43745458,25517647,31552995,
"21/03/2022 07:55:00",1027,11,41,50,60,50,80,60,50,60,60,80,39,55,53,50,46,57,47,51,62,54,58,52,23975020,30869754,32813859,24341504,23788016,25252053,25478397,29825354,43740380,25610971,31557452,
"21/03/2022 08:00:00",1034,11,41,50,60,50,80,60,50,60,60,80,40,55,53,50,46,57,47,51,62,54,58,52,23968604,30853312,32810998,24356650,23783750,25254319,25479905,29587601,43745457,25604119,31555670,
"21/03/2022 08:05:00",1032,11,41,50,60,50,80,60,50,60,60,80,40,55,53,50,46,57,47,51,62,53,58,52,23966862,30861532,32802451,24344969,23782329,25251298,25474634,29616314,43744193,25602597,31555670,
"21/03/2022 08:10:00",1024,11,41,50,60,50,80,60,50,60,60,80,40,55,53,50,46,57,47,51,62,54,58,52,23973660,30859705,32809097,24340132,23780191,25243757,25477644,29593846,43742920,25604123,31552996,
"21/03/2022 08:15:00",1034,11,41,50,60,50,80,60,50,60,60,80,40,55,53,50,46,57,47,51,62,54,57,52,23969581,30852402,32812907,24353197,23786603,25255830,25479152,29638990,43744190,25606403,31553888,
"21/03/2022 08:20:00",1030,11,41,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,62,54,57,52,23963043,30867013,32809092,24352510,23781614,25253562,25473877,29560816,43744187,25600316,31554778,
"21/03/2022 08:25:00",1035,11,42,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,61,54,57,52,23967243,30860620,32812906,24368368,23783752,25249788,25480658,29549063,43747998,25604120,31552105,
"21/03/2022 08:30:00",1025,11,42,50,60,50,80,60,50,60,60,80,40,56,53,50,46,57,47,51,61,54,57,52,23969967,30856051,32813858,24360776,23774511,25252055,25478397,29652430,43747999,25605641,31553887,
"21/03/2022 08:35:00",1029,11,41,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,62,53,58,52,23967924,30850576,32812905,24353897,23782331,25254323,25477644,29662469,43744187,25603359,31552105,
"21/03/2022 08:40:00",1031,11,42,50,60,50,80,60,51,60,60,80,40,56,53,50,46,57,47,51,61,53,57,52,23963687,30860620,32816718,24362846,23774518,25255831,25479905,29448033,43746728,25602607,31556561,
"21/03/2022 08:45:00",1037,11,42,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,61,53,57,52,23963460,30860618,32799592,24360781,23785172,25249791,25479151,29736105,43731513,25606403,31551217,
"21/03/2022 08:50:00",1037,11,41,49,60,50,80,60,50,60,60,80,39,56,53,50,46,56,47,51,61,53,57,52,23969924,30861532,32815766,24384227,23788739,25252809,25475384,29710082,43751811,25606405,31552998,
"21/03/2022 08:55:00",1023,11,41,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,61,53,57,52,23974339,30866100,32815765,24402185,23785180,25256586,25476138,29759954,43747997,25607164,31548541,
"21/03/2022 09:00:00",1032,11,42,50,60,50,80,60,50,60,60,80,39,56,53,50,46,57,47,51,61,54,57,52,23963430,30851492,32811951,24388382,23779483,25249790,25478398,29534720,43746727,25606403,31551217,
"21/03/2022 09:05:00",1034,11,41,50,60,50,80,60,50,60,60,80,39,55,53,50,46,57,47,51,62,54,57,52,23958806,30861532,32816718,24398729,23776641,25252810,25482166,29487306,43742922,25606404,31553888,
"21/03/2022 09:10:00",1037,11,42,50,60,50,80,60,50,60,60,80,39,56,53,51,46,57,47,51,61,54,58,52,23965504,30860621,32807194,24390436,23780192,25255074,25481412,29607903,43739121,25604883,31552105,
"21/03/2022 09:15:00",1031,11,44,51,60,50,79,60,50,60,60,80,39,57,54,52,46,58,47,51,61,54,57,51,23975028,30865189,32815765,24382850,23756042,25256585,25483673,29635527,43746727,25606404,31556561,
"21/03/2022 09:20:00",1035,11,45,51,60,50,80,60,50,60,60,80,39,58,54,53,46,58,47,51,61,54,57,51,23981145,30866101,32801498,24379394,23764558,25256585,25482166,29758163,43745456,25604119,31553887,
"21/03/2022 09:25:00",1039,11,45,51,60,50,80,60,50,60,60,80,39,58,53,53,46,57,47,51,61,54,57,51,23977067,30873413,32796744,24380792,23775218,25252054,25480658,29834000,43740381,25605643,31551213,
"21/03/2022 09:30:00",1030,11,44,51,60,50,80,60,50,60,60,80,39,57,54,53,47,58,47,51,61,54,57,51,23974688,30856972,32811004,24393911,23776639,25254320,25480660,29805775,43746727,25598798,31550322,
"21/03/2022 09:35:00",1031,11,44,51,60,50,80,60,50,60,60,80,39,58,54,53,46,58,47,51,60,54,57,51,23974343,30864289,32813858,24370465,23765269,25251303,25477644,29764056,43749268,25607164,31549432,
"21/03/2022 09:40:00",1037,11,45,50,60,50,80,60,50,60,60,80,39,58,54,53,46,58,47,51,60,54,57,51,23981145,30864282,32810049,24387683,23769529,25255829,25479905,29820258,43744191,25605642,31537873,
"21/03/2022 09:45:00",1033,11,44,50,60,50,80,60,50,60,60,80,38,57,53,53,46,57,47,51,60,54,57,51,23983189,30863359,32807196,24394582,23779482,25251298,25482920,29683566,43735304,25604881,31552996,
"21/03/2022 09:50:00",1034,11,44,50,60,50,80,60,50,60,60,80,39,58,53,53,46,57,47,51,60,54,57,51,23976381,30846015,32808147,24385611,23761716,25253562,25481412,29700463,43736571,25604881,31551214,
"21/03/2022 09:55:00",1015,11,44,50,60,50,80,60,50,60,60,80,39,58,54,53,46,57,47,51,60,54,57,51,23983871,30867015,32809093,24371117,23784463,25251298,25481413,29669261,43742915,25606403,31553888,
"21/03/2022 10:00:00",1031,11,44,50,60,50,80,60,50,60,60,80,38,57,53,52,46,57,47,51,60,54,57,51,23971926,30867013,32814811,24374581,23775936,25253563,25481412,29662455,43744186,25602597,31550323,
"21/03/2022 10:05:00",1033,11,44,50,60,50,80,60,50,60,60,80,38,57,53,52,46,57,47,51,61,54,57,51,23977747,30842397,32810998,24373893,23784474,25247520,25480659,29908652,43746728,25598047,31552106,
"21/03/2022 10:10:00",1031,11,43,49,60,50,80,60,50,60,60,80,37,57,52,51,45,56,46,50,58,51,55,49,23988637,30845104,32812906,24413270,23790154,25253562,25482166,29997018,43745456,25601837,31539642,
"21/03/2022 10:15:00",1036,11,43,49,60,50,80,60,50,60,60,80,36,57,53,51,44,56,46,50,58,51,55,50,23976732,30864271,32805302,24412579,23795139,25257340,25483675,30027298,43735312,25606403,31547651,
"21/03/2022 10:20:00",1031,11,43,49,60,50,80,60,50,60,60,80,36,56,53,50,44,56,46,50,58,52,55,50,23987274,30856965,32811953,24412576,23788734,25253563,25482166,30038671,43744186,25604880,31551214,
"21/03/2022 10:25:00",1034,11,43,49,60,50,80,60,50,60,60,80,37,57,53,51,44,56,46,50,59,52,55,50,23989317,30852411,32810045,24409814,23793716,25251299,25476890,30003911,43745457,25604119,31549432,
"21/03/2022 10:30:00",1026,11,43,49,60,50,80,60,50,60,60,80,37,56,52,50,45,56,46,50,59,52,55,50,23964188,30832341,32811951,24400817,23777354,25257341,25480659,30031766,43746727,25605642,31547651,
"21/03/2022 10:35:00",1036,11,43,49,60,50,80,60,50,60,60,80,37,56,53,50,45,56,46,50,59,52,55,50,23961042,30842363,32813858,24404967,23790868,25237767,25480659,29834801,43737835,25604119,31547649,
"21/03/2022 10:40:00",1017,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,45,56,46,50,59,52,55,50,23952438,30842362,32812905,24418784,23778770,25246766,25482920,29908493,43739109,25602597,31552105,
"21/03/2022 10:45:00",1037,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,59,52,55,50,23965501,30842382,32812904,24417407,23789445,25254320,25481412,30048136,43746727,25601076,31551214,
"21/03/2022 10:50:00",1034,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,45,56,46,50,59,52,55,50,23956292,30837822,32811953,24413947,23787304,25250542,25486690,30084486,43741645,25604119,31548543,
"21/03/2022 10:55:00",1029,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,47,50,59,52,55,50,23967543,30849662,32811951,24420181,23767611,25252811,25482167,29981574,43749269,25607164,31550323,
"21/03/2022 11:00:00",1040,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,59,52,55,50,23966190,30841448,32811954,24422263,23781634,25252807,25477644,29840124,43747998,25604881,31553888,
"21/03/2022 11:05:00",1031,11,42,49,60,50,80,61,50,60,60,80,37,56,53,50,44,56,46,50,59,52,55,50,23966182,30846012,32808139,24417415,23791584,25252054,25481412,29809226,43745457,25599553,31548542,
"21/03/2022 11:10:00",1033,11,42,49,60,50,80,60,50,60,60,80,37,57,53,50,44,56,46,50,59,52,55,50,23961606,30849665,32808150,24416021,23793006,25250542,25477644,29833049,43747998,25598798,31546759,
"21/03/2022 11:15:00",1035,11,43,49,60,50,80,60,50,60,60,80,37,57,53,51,44,56,46,50,59,52,55,50,23967538,30849661,32812904,24434053,23794427,25255076,25479151,29942948,43750539,25606403,31552996,
"21/03/2022 11:20:00",1038,11,43,49,60,50,80,60,50,60,60,80,37,57,53,51,44,56,46,50,59,52,55,50,23962148,30850626,32813858,24427805,23787315,25252055,25482166,30102605,43746729,25605642,31552105,
"21/03/2022 11:25:00",1030,11,43,49,60,50,80,60,50,60,60,80,37,56,53,51,44,56,46,50,59,52,55,50,23964523,30835186,32811951,24402882,23797275,25247528,25483674,29941229,43750540,25602597,31550323,
"21/03/2022 11:30:00",1039,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,59,52,55,50,23966564,30834160,32812905,24428485,23791587,25252809,25482166,29739045,43749271,25605642,31553887,
"21/03/2022 11:35:00",1034,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23962110,30839625,32814812,24420176,23793008,25249787,25481412,29743889,43745457,25607164,31552997,
"21/03/2022 11:40:00",1027,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23956630,30842362,32809094,24404278,23790868,25253565,25483674,29931841,43745456,25605641,31554778,
"21/03/2022 11:45:00",1035,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23968232,30846924,32809092,24418797,23797274,25253564,25480658,29776271,43745456,25604120,31549433,
"21/03/2022 11:50:00",1027,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,53,55,50,23965885,30845098,32813858,24415325,23787318,25246775,25476890,29916185,43751811,25602597,31551214,
"21/03/2022 11:55:00",1030,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23959645,30839624,32795804,24401518,23793716,25252052,25481412,29909252,43739106,25601837,31551213,
"21/03/2022 12:00:00",1036,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23967538,30836891,32813858,24414653,23790158,25256585,25481412,29813513,43747997,25604880,31544092,
"21/03/2022 12:05:00",1036,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23966188,30842363,32814811,24411183,23793723,25253564,25482919,29670113,43744186,25598796,31552105,
"21/03/2022 12:10:00",1034,11,42,49,60,50,80,60,50,60,60,80,37,56,53,51,44,56,46,50,60,52,55,50,23966859,30845102,32813858,24416712,23799417,25252809,25475384,29851871,43742915,25599554,31550322,
"21/03/2022 12:15:00",1036,11,43,49,60,50,80,60,50,60,60,80,37,56,53,51,44,56,46,50,59,53,55,50,23961764,30838712,32813859,24421572,23795847,25249031,25480658,29896510,43745460,25592713,31546760,
"21/03/2022 12:20:00",1041,11,42,49,60,50,80,60,50,60,60,80,37,57,52,51,44,56,46,50,60,52,55,50,23965162,30849668,32807187,24413263,23786595,25250545,25482166,29807620,43740374,25602597,31550322,
"21/03/2022 12:25:00",1029,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,56,50,23970941,30853312,32810998,24411887,23796564,25249034,25485182,29837393,43750539,25604119,31555670,
"21/03/2022 12:30:00",1030,11,42,49,60,50,80,60,50,60,60,80,37,56,53,50,44,56,46,50,60,52,55,50,23970605,30844190,32811952,24399422,23795140,25253563,25487445,29713257,43746727,25602598,31553887,
"21/03/2022 12:35:00",1028,11,42,49,60,50,80,60,50,60,60,80,38,56,52,50,44,56,46,50,60,52,55,50,23972301,30839625,32809097,24433342,23795851,25254318,25480658,29786548,43744191,25604120,31549433,
"21/03/2022 12:40:00",1023,11,42,49,60,50,80,60,50,60,60,80,38,56,52,50,44,56,46,50,60,52,55,50,23969964,30846923,32795818,24414642,23790871,25255074,25484428,29844420,43750540,25607165,31551214,
"21/03/2022 12:45:00",1032,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,60,52,55,50,23966862,30842363,32800556,24420868,23808680,25247526,25485182,30016003,43746729,25598033,31550325,
"21/03/2022 12:50:00",1005,11,42,49,60,50,80,60,50,60,60,80,37,56,52,50,44,56,46,50,59,52,55,50,23970646,30844185,32813860,24391818,23803693,25255074,25482166,29792219,43750542,25608686,31553887,
"21/03/2022 12:55:00",1039,11,42,49,60,50,80,60,50,60,60,80,38,56,53,50,44,56,46,50,60,52,56,51,23967805,30850577,32813859,24436809,23792291,25254319,25486691,29753441,43746728,25604119,31554778,
"21/03/2022 13:00:00",1024,11,42,49,60,50,80,60,50,60,60,80,38,56,52,50,44,56,46,50,60,52,56,51,23961421,30826923,32809093,24398094,23790156,25253563,25473131,29974655,43746727,25600315,31551213,
"21/03/2022 13:05:00",1034,11,42,49,60,50,80,60,50,60,60,80,37,56,53,50,44,56,45,50,60,52,56,51,23967248,30857881,32811004,24427790,23801553,25249032,25485182,30000491,43746727,25601838,31552105,
"21/03/2022 13:10:00",1034,11,42,49,60,49,80,60,49,60,60,79,37,56,52,50,44,55,45,49,59,52,54,49,23960749,30833322,32809092,24420878,23795145,25255074,25482166,29904076,43749269,25602597,31549434,
"21/03/2022 13:15:00",1036,11,43,49,60,50,80,60,50,60,60,80,37,57,53,50,44,56,46,50,60,52,56,50,23967539,30835989,32808141,24411195,23796575,25254318,25481412,30001511,43735295,25604880,31554778,
"21/03/2022 13:20:00",1029,11,43,49,60,50,80,60,50,60,60,80,37,57,53,51,44,56,46,50,60,52,55,50,23934868,30846929,32814811,24413274,23786641,25258852,25479904,29837438,43747999,25604127,31555669,
"21/03/2022 13:25:00",1032,11,43,49,60,50,80,60,50,60,60,80,37,56,53,51,44,56,46,50,60,52,56,51,23965205,30850574,32809092,24415339,23800126,25246785,25479905,29793902,43744186,25607164,31552107,
"21/03/2022 13:30:00",1039,11,43,49,60,50,80,60,50,60,60,80,38,57,53,51,44,56,46,50,60,53,56,51,23964442,30846016,32815765,24411180,23790867,25246014,25487444,29707903,43744186,25604881,31551213,
"21/03/2022 13:35:00",1040,11,43,50,60,50,80,60,50,60,60,80,38,57,53,51,44,56,46,49,59,52,55,50,23917605,30831738,32814812,24411202,23786623,25248280,25477644,29596863,43746727,25607166,31550323,
"21/03/2022 13:40:00",1033,11,43,49,60,50,80,60,50,60,60,80,38,57,53,51,44,56,46,50,60,53,56,51,23963463,30865187,32814812,24421570,23793714,25244507,25479904,29792396,43747998,25609448,31552105,
"21/03/2022 13:45:00",1030,11,43,50,60,50,80,60,50,60,60,80,38,57,53,51,45,56,46,50,60,53,56,51,23946309,30845098,32804344,24384467,23785949,25253565,25472375,29736225,43746727,25601079,31551214,
"21/03/2022 13:50:00",1037,11,43,50,60,50,80,60,50,60,60,80,38,57,53,51,45,56,46,50,60,53,56,51,23967539,30844185,32808139,24408416,23781627,25248281,25473124,29820319,43744187,25605641,31548541,
"21/03/2022 13:55:00",1027,11,43,50,60,50,80,60,50,60,60,80,38,56,53,51,44,56,46,49,60,52,56,50,23963309,30856064,32811000,24425026,23788747,25253566,25479911,29769141,43740378,25604123,31551213,
"21/03/2022 14:00:00",1021,11,43,50,60,50,80,60,50,60,60,80,38,57,53,51,44,56,46,50,60,53,56,51,23961423,30839624,32808139,24422940,23785888,25255074,25481412,29651620,43745456,25598793,31549431,
"21/03/2022 14:05:00",1034,11,43,50,60,50,80,60,50,60,60,80,38,57,53,51,45,56,46,50,60,53,56,51,23942126,30853315,32812906,24413944,23778120,25249044,25475384,29811763,43741649,25605642,31553887,
"21/03/2022 14:10:00",1028,11,43,50,60,50,80,60,50,60,60,80,38,57,53,52,45,57,47,51,60,53,56,51,23960745,30872499,32811951,24410485,23786594,25253565,25473876,29740361,43744186,25604119,31550322,
"21/03/2022 14:15:00",1028,11,44,50,60,50,80,60,50,60,60,80,38,57,53,52,45,57,47,51,60,53,56,51,23985230,30853318,32809093,24404265,23777350,25241514,25477647,29727606,43741645,25602597,31548541,
"21/03/2022 14:20:00",1036,11,44,50,60,50,80,60,50,60,60,80,38,58,54,53,46,57,47,51,60,53,57,51,23967426,30853316,32814816,24403569,23757541,25251296,25477645,29569226,43749269,25601836,31554778,
"21/03/2022 14:25:00",1037,11,45,51,60,50,80,60,50,60,60,80,39,58,53,53,46,58,47,52,61,54,57,51,23977744,30879811,32805287,24400113,23766687,25250541,25485936,29523986,43736571,25601837,31552107,
